mode,samples,gamma_mean,gamma_p50,gamma_p95,gamma_std,generated_tokens_mean,generated_tokens_p50,generated_tokens_p95,generated_tokens_std,generation_total_ms_mean,generation_total_ms_p50,generation_total_ms_p95,generation_total_ms_std,generation_total_ns_mean,generation_total_ns_p50,generation_total_ns_p95,generation_total_ns_std,max_gen_len_mean,max_gen_len_p50,max_gen_len_p95,max_gen_len_std,prompt_tokens_mean,prompt_tokens_p50,prompt_tokens_p95,prompt_tokens_std,sim_downlink_mbps_mean,sim_downlink_mbps_p50,sim_downlink_mbps_p95,sim_downlink_mbps_std,sim_rtt_ms_mean,sim_rtt_ms_p50,sim_rtt_ms_p95,sim_rtt_ms_std,sim_uplink_mbps_mean,sim_uplink_mbps_p50,sim_uplink_mbps_p95,sim_uplink_mbps_std,target_cloud_generate_ms_mean,target_cloud_generate_ms_p50,target_cloud_generate_ms_p95,target_cloud_generate_ms_std,target_cloud_generate_ns_mean,target_cloud_generate_ns_p50,target_cloud_generate_ns_p95,target_cloud_generate_ns_std,target_downlink_ms_mean,target_downlink_ms_p50,target_downlink_ms_p95,target_downlink_ms_std,target_downlink_ns_mean,target_downlink_ns_p50,target_downlink_ns_p95,target_downlink_ns_std,target_generate_steps_mean,target_generate_steps_p50,target_generate_steps_p95,target_generate_steps_std,target_http_total_ms_mean,target_http_total_ms_p50,target_http_total_ms_p95,target_http_total_ms_std,target_http_total_ns_mean,target_http_total_ns_p50,target_http_total_ns_p95,target_http_total_ns_std,target_model_forward_ms_mean,target_model_forward_ms_p50,target_model_forward_ms_p95,target_model_forward_ms_std,target_model_forward_ns_mean,target_model_forward_ns_p50,target_model_forward_ns_p95,target_model_forward_ns_std,target_request_encode_ms_mean,target_request_encode_ms_p50,target_request_encode_ms_p95,target_request_encode_ms_std,target_request_encode_ns_mean,target_request_encode_ns_p50,target_request_encode_ns_p95,target_request_encode_ns_std,target_response_decode_ms_mean,target_response_decode_ms_p50,target_response_decode_ms_p95,target_response_decode_ms_std,target_response_decode_ns_mean,target_response_decode_ns_p50,target_response_decode_ns_p95,target_response_decode_ns_std,target_response_wait_ms_mean,target_response_wait_ms_p50,target_response_wait_ms_p95,target_response_wait_ms_std,target_response_wait_ns_mean,target_response_wait_ns_p50,target_response_wait_ns_p95,target_response_wait_ns_std,target_server_encode_ms_mean,target_server_encode_ms_p50,target_server_encode_ms_p95,target_server_encode_ms_std,target_server_encode_ns_mean,target_server_encode_ns_p50,target_server_encode_ns_p95,target_server_encode_ns_std,target_upload_ms_mean,target_upload_ms_p50,target_upload_ms_p95,target_upload_ms_std,target_upload_ns_mean,target_upload_ns_p50,target_upload_ns_p95,target_upload_ns_std,throughput_tokens_s_mean,throughput_tokens_s_p50,throughput_tokens_s_p95,throughput_tokens_s_std,acceptance_rate_mean,acceptance_rate_p50,acceptance_rate_p95,acceptance_rate_std,drafter_generate_ms_mean,drafter_generate_ms_p50,drafter_generate_ms_p95,drafter_generate_ms_std,drafter_generate_ns_mean,drafter_generate_ns_p50,drafter_generate_ns_p95,drafter_generate_ns_std,drafts_accepted_mean,drafts_accepted_p50,drafts_accepted_p95,drafts_accepted_std,drafts_speculated_mean,drafts_speculated_p50,drafts_speculated_p95,drafts_speculated_std,target_cloud_verify_ms_mean,target_cloud_verify_ms_p50,target_cloud_verify_ms_p95,target_cloud_verify_ms_std,target_cloud_verify_ns_mean,target_cloud_verify_ns_p50,target_cloud_verify_ns_p95,target_cloud_verify_ns_std
cloud_target_generate,9,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,993.3341202222223,964.648704,1095.6595146000002,67.79734535888238,993334120.2222222,964648704.0,1095659514.6,67797345.35888234,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.4022640000001,962.188967,1092.7530299999999,67.54776824349162,990402264.0,962188967.0,1092753030.0,67547768.24349162,0.15781666666666666,0.142141,0.23493519999999998,0.04714143905313031,157816.66666666666,142141.0,234935.19999999995,47141.439053130314,35.0,35.0,35.0,0.0,992.822335,964.281367,1095.1525664,67.7207533864246,992822335.0,964281367.0,1095152566.4,67720753.38642462,969.5815776666667,936.371349,1067.846217,64.56425164396254,969581577.6666666,936371349.0,1067846217.0,64564251.64396253,0.05653966666666667,0.051456,0.09571419999999999,0.022657505654859716,56539.666666666664,51456.0,95714.19999999998,22657.505654859717,0.04783022222222222,0.040674,0.0739768,0.01566677720351076,47830.22222222222,40674.0,73976.79999999999,15666.777203510761,992.1993935555555,963.817695,1094.4781564,67.6336985773101,992199393.5555556,963817695.0,1094478156.3999999,67633698.57731012,0.04669388888888889,0.04465,0.061351,0.008633130666861884,46693.88888888889,44650.0,61351.0,8633.130666861884,0.42925855555555553,0.39291,0.7159305999999999,0.16457191904993324,429258.55555555556,392910.0,715930.5999999999,164571.91904993323,35.37550067144664,36.28263828569867,37.635726250783335,2.3210540713394265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speculative_server_accept,9,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,1277.607448,1323.79448,1421.7729502,132.57238943685428,1277607448.0,1323794480.0,1421772950.1999998,132572389.43685426,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.1342016666666668,1.143906,1.46259,0.23003396791615366,1134201.6666666667,1143906.0,1462590.0,230033.96791615363,,,,,437.26472077777777,462.588183,499.9887582,63.56521119633904,437264720.7777778,462588183.0,499988758.20000005,63565211.19633904,408.3902174444445,430.204795,467.359238,60.098797387418315,408390217.4444444,430204795.0,467359238.0,60098797.387418315,0.43899144444444443,0.435504,0.5271654,0.06900433873697928,438991.44444444444,435504.0,527165.4,69004.33873697926,0.24681066666666668,0.252026,0.3100522,0.05403408746106479,246810.66666666666,252026.0,310052.2,54034.087461064795,432.74998222222223,457.826254,494.7950544,63.00961069021384,432749982.2222222,457826254.0,494795054.4,63009610.69021384,0.3552661111111111,0.369597,0.41627120000000006,0.05693528450671966,355266.1111111111,369597.0,416271.19999999995,56935.284506719654,3.1424295555555557,3.116681,3.6530398,0.41955244620133936,3142429.5555555555,3116681.0,3653039.8,419552.44620133936,27.678073685870803,26.439149376117655,32.65326133335269,3.0798840695039496,0.7751322751322751,0.6944444444444444,0.9642857142857144,0.14237407302309715,823.6004832222222,825.233958,954.4765344,91.13007141196297,823600483.2222222,825233958.0,954476534.4000001,91130071.41196296,25.333333333333332,25.0,27.0,1.3228756555322954,33.333333333333336,36.0,36.0,4.0,412.84259588888887,435.773673,472.2886976,60.46666114008722,412842595.8888889,435773673.0,472288697.6,60466661.14008722
