mode,samples,gamma_mean,gamma_p50,gamma_p95,gamma_std,generated_tokens_mean,generated_tokens_p50,generated_tokens_p95,generated_tokens_std,generation_total_ms_mean,generation_total_ms_p50,generation_total_ms_p95,generation_total_ms_std,generation_total_ns_mean,generation_total_ns_p50,generation_total_ns_p95,generation_total_ns_std,max_gen_len_mean,max_gen_len_p50,max_gen_len_p95,max_gen_len_std,prompt_tokens_mean,prompt_tokens_p50,prompt_tokens_p95,prompt_tokens_std,sim_downlink_mbps_mean,sim_downlink_mbps_p50,sim_downlink_mbps_p95,sim_downlink_mbps_std,sim_rtt_ms_mean,sim_rtt_ms_p50,sim_rtt_ms_p95,sim_rtt_ms_std,sim_uplink_mbps_mean,sim_uplink_mbps_p50,sim_uplink_mbps_p95,sim_uplink_mbps_std,target_cloud_generate_ms_mean,target_cloud_generate_ms_p50,target_cloud_generate_ms_p95,target_cloud_generate_ms_std,target_cloud_generate_ns_mean,target_cloud_generate_ns_p50,target_cloud_generate_ns_p95,target_cloud_generate_ns_std,target_downlink_ms_mean,target_downlink_ms_p50,target_downlink_ms_p95,target_downlink_ms_std,target_downlink_ns_mean,target_downlink_ns_p50,target_downlink_ns_p95,target_downlink_ns_std,target_generate_steps_mean,target_generate_steps_p50,target_generate_steps_p95,target_generate_steps_std,target_http_total_ms_mean,target_http_total_ms_p50,target_http_total_ms_p95,target_http_total_ms_std,target_http_total_ns_mean,target_http_total_ns_p50,target_http_total_ns_p95,target_http_total_ns_std,target_model_forward_ms_mean,target_model_forward_ms_p50,target_model_forward_ms_p95,target_model_forward_ms_std,target_model_forward_ns_mean,target_model_forward_ns_p50,target_model_forward_ns_p95,target_model_forward_ns_std,target_request_encode_ms_mean,target_request_encode_ms_p50,target_request_encode_ms_p95,target_request_encode_ms_std,target_request_encode_ns_mean,target_request_encode_ns_p50,target_request_encode_ns_p95,target_request_encode_ns_std,target_response_decode_ms_mean,target_response_decode_ms_p50,target_response_decode_ms_p95,target_response_decode_ms_std,target_response_decode_ns_mean,target_response_decode_ns_p50,target_response_decode_ns_p95,target_response_decode_ns_std,target_response_wait_ms_mean,target_response_wait_ms_p50,target_response_wait_ms_p95,target_response_wait_ms_std,target_response_wait_ns_mean,target_response_wait_ns_p50,target_response_wait_ns_p95,target_response_wait_ns_std,target_server_encode_ms_mean,target_server_encode_ms_p50,target_server_encode_ms_p95,target_server_encode_ms_std,target_server_encode_ns_mean,target_server_encode_ns_p50,target_server_encode_ns_p95,target_server_encode_ns_std,target_upload_ms_mean,target_upload_ms_p50,target_upload_ms_p95,target_upload_ms_std,target_upload_ns_mean,target_upload_ns_p50,target_upload_ns_p95,target_upload_ns_std,throughput_tokens_s_mean,throughput_tokens_s_p50,throughput_tokens_s_p95,throughput_tokens_s_std,acceptance_rate_mean,acceptance_rate_p50,acceptance_rate_p95,acceptance_rate_std,acceptance_sampling_ms_mean,acceptance_sampling_ms_p50,acceptance_sampling_ms_p95,acceptance_sampling_ms_std,acceptance_sampling_ns_mean,acceptance_sampling_ns_p50,acceptance_sampling_ns_p95,acceptance_sampling_ns_std,drafter_generate_ms_mean,drafter_generate_ms_p50,drafter_generate_ms_p95,drafter_generate_ms_std,drafter_generate_ns_mean,drafter_generate_ns_p50,drafter_generate_ns_p95,drafter_generate_ns_std,drafts_accepted_mean,drafts_accepted_p50,drafts_accepted_p95,drafts_accepted_std,drafts_speculated_mean,drafts_speculated_p50,drafts_speculated_p95,drafts_speculated_std,target_cloud_verify_ms_mean,target_cloud_verify_ms_p50,target_cloud_verify_ms_p95,target_cloud_verify_ms_std,target_cloud_verify_ns_mean,target_cloud_verify_ns_p50,target_cloud_verify_ns_p95,target_cloud_verify_ns_std,target_tensor_materialize_ms_mean,target_tensor_materialize_ms_p50,target_tensor_materialize_ms_p95,target_tensor_materialize_ms_std,target_tensor_materialize_ns_mean,target_tensor_materialize_ns_p50,target_tensor_materialize_ns_p95,target_tensor_materialize_ns_std
cloud_target_generate,9,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,919.6767818888889,910.023629,969.22928,29.625845989668964,919676781.8888888,910023629.0,969229280.0,29625845.989668965,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,200.0,200.0,200.0,0.0,40.0,40.0,40.0,0.0,100.0,100.0,100.0,0.0,875.3651846666667,865.696457,924.9224099999999,29.668372750085243,875365184.6666666,865696457.0,924922410.0,29668372.750085253,20.357919555555554,20.375398,20.398331399999996,0.04280492585588483,20357919.555555556,20375398.0,20398331.4,42804.9258558846,35.0,35.0,35.0,0.0,919.0582568888889,909.326028,968.5956646,29.621934938678123,919058256.8888888,909326028.0,968595664.6,29621934.938678123,868.8383281111111,859.136014,918.1493186,29.50646974629402,868838328.1111112,859136014.0,918149318.5999999,29506469.74629403,0.07891966666666667,0.078808,0.0957456,0.012235513464910249,78919.66666666667,78808.0,95745.59999999999,12235.51346491025,0.07124899999999999,0.071102,0.07692979999999999,0.005167205918095388,71249.0,71102.0,76929.8,5167.2059180953875,877.8736262222222,868.086044,927.4515446,29.652599690697578,877873626.2222222,868086044.0,927451544.5999999,29652599.690697573,0.033660666666666665,0.033639,0.0349208,0.0011037404586224059,33660.666666666664,33639.0,34920.8,1103.7404586224063,20.774719222222224,20.783779,20.8278396,0.05829174726275142,20774719.222222224,20783779.0,20827839.6,58291.74726275105,38.090849658833264,38.46053979769793,39.21366783754029,1.1879262295171529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speculative,9,4.0,4.0,4.0,0.0,32.77777777777778,35.0,35.0,6.666666666666667,3075.094881,3145.649813,3784.3962466,608.7316652504846,3075094881.0,3145649813.0,3784396246.6,608731665.2504846,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,200.0,200.0,200.0,0.0,40.0,40.0,40.0,0.0,100.0,100.0,100.0,0.0,,,,,,,,,1313.2148073333333,1347.412165,1652.610398,275.44909950775605,1313214807.3333333,1347412165.0,1652610398.0,275449099.50775605,,,,,2008.9577002222222,2025.677524,2506.6287998,411.3722282415474,2008957700.2222223,2025677524.0,2506628799.8,411372228.24154747,446.1379195555556,467.569031,551.6634151999999,90.7319393136861,446137919.5555556,467569031.0,551663415.1999999,90731939.3136861,0.5831957777777778,0.594473,0.7164417999999999,0.12261886655280435,583195.7777777778,594473.0,716441.8,122618.86655280436,0.5789943333333334,0.604289,0.691912,0.10276704741915087,578994.3333333334,604289.0,691912.0,102767.04741915085,481.91646933333334,502.589204,594.6881212,97.15783845662281,481916469.3333333,502589204.0,594688121.1999999,97157838.45662282,5.447163888888889,5.412608,6.8158297999999995,1.0904657513320222,5447163.888888889,5412608.0,6815829.799999999,1090465.751332022,213.39178022222222,226.403927,258.8264156,43.68832233596131,213391780.2222222,226403927.0,258826415.6,43688322.33596131,10.686454350224649,10.71268761522364,12.9543092928084,1.6700784028005875,0.67011486886637,0.6666666666666666,0.8985714285714286,0.16183812510538978,6.252874666666667,5.959227,8.364713199999999,1.5267091625890146,6252874.666666667,5959227.0,8364713.199999999,1526709.1625890145,1015.4996015555555,1036.689074,1275.8933674,199.15861220664075,1015499601.5555556,1036689074.0,1275893367.3999999,199158612.20664075,22.444444444444443,24.0,26.199999999999996,5.222813205330799,33.888888888888886,36.0,43.4,7.507403753036805,454.29136455555556,475.285666,561.7578302,92.17077184853993,454291364.5555556,475285666.0,561757830.2,92170771.84853993,19.94577988888889,19.813397,24.5021992,4.242276683530774,19945779.888888888,19813397.0,24502199.2,4242276.683530774
