mode,samples,acceptance_rate_mean,acceptance_rate_p50,acceptance_rate_p95,acceptance_rate_std,acceptance_sampling_ms_mean,acceptance_sampling_ms_p50,acceptance_sampling_ms_p95,acceptance_sampling_ms_std,acceptance_sampling_ns_mean,acceptance_sampling_ns_p50,acceptance_sampling_ns_p95,acceptance_sampling_ns_std,drafter_generate_ms_mean,drafter_generate_ms_p50,drafter_generate_ms_p95,drafter_generate_ms_std,drafter_generate_ns_mean,drafter_generate_ns_p50,drafter_generate_ns_p95,drafter_generate_ns_std,drafts_accepted_mean,drafts_accepted_p50,drafts_accepted_p95,drafts_accepted_std,drafts_speculated_mean,drafts_speculated_p50,drafts_speculated_p95,drafts_speculated_std,gamma_mean,gamma_p50,gamma_p95,gamma_std,generated_tokens_mean,generated_tokens_p50,generated_tokens_p95,generated_tokens_std,generation_total_ms_mean,generation_total_ms_p50,generation_total_ms_p95,generation_total_ms_std,generation_total_ns_mean,generation_total_ns_p50,generation_total_ns_p95,generation_total_ns_std,max_gen_len_mean,max_gen_len_p50,max_gen_len_p95,max_gen_len_std,prompt_tokens_mean,prompt_tokens_p50,prompt_tokens_p95,prompt_tokens_std,sim_downlink_mbps_mean,sim_downlink_mbps_p50,sim_downlink_mbps_p95,sim_downlink_mbps_std,sim_rtt_ms_mean,sim_rtt_ms_p50,sim_rtt_ms_p95,sim_rtt_ms_std,sim_uplink_mbps_mean,sim_uplink_mbps_p50,sim_uplink_mbps_p95,sim_uplink_mbps_std,target_cloud_verify_ms_mean,target_cloud_verify_ms_p50,target_cloud_verify_ms_p95,target_cloud_verify_ms_std,target_cloud_verify_ns_mean,target_cloud_verify_ns_p50,target_cloud_verify_ns_p95,target_cloud_verify_ns_std,target_downlink_ms_mean,target_downlink_ms_p50,target_downlink_ms_p95,target_downlink_ms_std,target_downlink_ns_mean,target_downlink_ns_p50,target_downlink_ns_p95,target_downlink_ns_std,target_http_total_ms_mean,target_http_total_ms_p50,target_http_total_ms_p95,target_http_total_ms_std,target_http_total_ns_mean,target_http_total_ns_p50,target_http_total_ns_p95,target_http_total_ns_std,target_model_forward_ms_mean,target_model_forward_ms_p50,target_model_forward_ms_p95,target_model_forward_ms_std,target_model_forward_ns_mean,target_model_forward_ns_p50,target_model_forward_ns_p95,target_model_forward_ns_std,target_request_encode_ms_mean,target_request_encode_ms_p50,target_request_encode_ms_p95,target_request_encode_ms_std,target_request_encode_ns_mean,target_request_encode_ns_p50,target_request_encode_ns_p95,target_request_encode_ns_std,target_response_decode_ms_mean,target_response_decode_ms_p50,target_response_decode_ms_p95,target_response_decode_ms_std,target_response_decode_ns_mean,target_response_decode_ns_p50,target_response_decode_ns_p95,target_response_decode_ns_std,target_response_wait_ms_mean,target_response_wait_ms_p50,target_response_wait_ms_p95,target_response_wait_ms_std,target_response_wait_ns_mean,target_response_wait_ns_p50,target_response_wait_ns_p95,target_response_wait_ns_std,target_server_encode_ms_mean,target_server_encode_ms_p50,target_server_encode_ms_p95,target_server_encode_ms_std,target_server_encode_ns_mean,target_server_encode_ns_p50,target_server_encode_ns_p95,target_server_encode_ns_std,target_tensor_materialize_ms_mean,target_tensor_materialize_ms_p50,target_tensor_materialize_ms_p95,target_tensor_materialize_ms_std,target_tensor_materialize_ns_mean,target_tensor_materialize_ns_p50,target_tensor_materialize_ns_p95,target_tensor_materialize_ns_std,target_upload_ms_mean,target_upload_ms_p50,target_upload_ms_p95,target_upload_ms_std,target_upload_ns_mean,target_upload_ns_p50,target_upload_ns_p95,target_upload_ns_std,throughput_tokens_s_mean,throughput_tokens_s_p50,throughput_tokens_s_p95,throughput_tokens_s_std
speculative,9,0.67011486886637,0.6666666666666666,0.8985714285714286,0.16183812510538978,3.560601444444444,3.736542,4.9331738,1.0651515509670573,3560601.4444444445,3736542.0,4933173.8,1065151.5509670575,699.9931054444445,732.442536,879.0994476,136.54023976802583,699993105.4444444,732442536.0,879099447.5999999,136540239.76802582,22.444444444444443,24.0,26.199999999999996,5.222813205330799,33.888888888888886,36.0,43.4,7.507403753036805,4.0,4.0,4.0,0.0,32.77777777777778,35.0,35.0,6.666666666666667,1252.0559094444443,1274.170264,1556.7715269999999,243.2115887171949,1252055909.4444444,1274170264.0,1556771527.0,243211588.71719489,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.7861498888889,488.935736,568.4810886,92.06231552479231,467786149.8888889,488935736.0,568481088.6,92062315.5247923,21.28944511111111,21.356703,29.6424564,6.759118926755625,21289445.111111112,21356703.0,29642456.4,6759118.926755625,517.7637565555556,550.693374,631.5881996,103.75466668210545,517763756.5555556,550693374.0,631588199.6,103754666.68210544,460.08481644444447,480.416326,558.7848806,90.50469600598596,460084816.4444444,480416326.0,558784880.6,90504696.00598595,0.41094955555555557,0.412588,0.5246344000000001,0.10428717885376793,410949.55555555556,412588.0,524634.4,104287.17885376792,0.2700428888888889,0.27152,0.3574708,0.07566120102708596,270042.8888888889,271520.0,357470.8,75661.20102708595,493.6488112222222,517.686313,600.6141058,97.44945693073997,493648811.2222222,517686313.0,600614105.8,97449456.93073998,5.815110888888889,6.106428,7.227969399999999,1.2000267889902962,5815110.888888889,6106428.0,7227969.4,1200026.7889902962,14.889062111111109,15.215941,19.8444582,3.770481410902109,14889062.111111112,15215941.0,19844458.2,3770481.4109021095,2.5316616666666665,2.702504,3.175284,0.61520262956708,2531661.6666666665,2702504.0,3175284.0,615202.6295670801,26.335975407673438,26.386487145804317,33.20112720733337,4.986383227739175
target_ar,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,1550.3766263333334,1531.476708,1681.73488,115.12366692737855,1550376626.3333333,1531476708.0,1681734880.0,115123666.92737858,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.6774176666668,1355.151892,1501.9488814000001,110.68012154665443,1371677417.6666667,1355151892.0,1501948881.4,110680121.54665443,26.13030922222222,26.179962,26.922911,0.6048098457225581,26130309.222222224,26179962.0,26922911.0,604809.8457225581,1479.899571111111,1464.090722,1613.4136636,114.59874121747659,1479899571.1111112,1464090722.0,1613413663.6,114598741.21747656,1362.7679465555555,1346.150019,1492.6659342,110.36809085247775,1362767946.5555556,1346150019.0,1492665934.1999998,110368090.85247773,3.3141504444444445,3.292547,3.4372624,0.07896975135472925,3314150.4444444445,3292547.0,3437262.4000000004,78969.75135472935,1.176694111111111,1.180787,1.2353498,0.03962443093737892,1176694.111111111,1180787.0,1235349.8,39624.430937378915,1434.681460888889,1418.654393,1569.1184456,114.77793938588212,1434681460.8888888,1418654393.0,1569118445.6,114777939.38588214,3.53742,3.479837,3.798464,0.17223636914571783,3537420.0,3479837.0,3798464.0,172236.36914571788,18.69099888888889,18.661702,19.2071188,0.36160089154703545,18690998.888888888,18661702.0,19207118.8,361600.8915470358,17.595433333333332,17.517317,18.053713,0.31326867402040026,17595433.333333332,17517317.0,18053713.0,313268.67402040056,22.690952209256036,22.85375926200505,25.340742568974544,1.760437649666055
