mode,samples,acceptance_rate_mean,acceptance_rate_p50,acceptance_rate_p95,acceptance_rate_std,acceptance_sampling_ms_mean,acceptance_sampling_ms_p50,acceptance_sampling_ms_p95,acceptance_sampling_ms_std,acceptance_sampling_ns_mean,acceptance_sampling_ns_p50,acceptance_sampling_ns_p95,acceptance_sampling_ns_std,drafter_generate_ms_mean,drafter_generate_ms_p50,drafter_generate_ms_p95,drafter_generate_ms_std,drafter_generate_ns_mean,drafter_generate_ns_p50,drafter_generate_ns_p95,drafter_generate_ns_std,drafts_accepted_mean,drafts_accepted_p50,drafts_accepted_p95,drafts_accepted_std,drafts_speculated_mean,drafts_speculated_p50,drafts_speculated_p95,drafts_speculated_std,gamma_mean,gamma_p50,gamma_p95,gamma_std,generated_tokens_mean,generated_tokens_p50,generated_tokens_p95,generated_tokens_std,generation_total_ms_mean,generation_total_ms_p50,generation_total_ms_p95,generation_total_ms_std,generation_total_ns_mean,generation_total_ns_p50,generation_total_ns_p95,generation_total_ns_std,max_gen_len_mean,max_gen_len_p50,max_gen_len_p95,max_gen_len_std,prompt_tokens_mean,prompt_tokens_p50,prompt_tokens_p95,prompt_tokens_std,sim_downlink_mbps_mean,sim_downlink_mbps_p50,sim_downlink_mbps_p95,sim_downlink_mbps_std,sim_rtt_ms_mean,sim_rtt_ms_p50,sim_rtt_ms_p95,sim_rtt_ms_std,sim_uplink_mbps_mean,sim_uplink_mbps_p50,sim_uplink_mbps_p95,sim_uplink_mbps_std,target_cloud_verify_ms_mean,target_cloud_verify_ms_p50,target_cloud_verify_ms_p95,target_cloud_verify_ms_std,target_cloud_verify_ns_mean,target_cloud_verify_ns_p50,target_cloud_verify_ns_p95,target_cloud_verify_ns_std,target_downlink_ms_mean,target_downlink_ms_p50,target_downlink_ms_p95,target_downlink_ms_std,target_downlink_ns_mean,target_downlink_ns_p50,target_downlink_ns_p95,target_downlink_ns_std,target_http_total_ms_mean,target_http_total_ms_p50,target_http_total_ms_p95,target_http_total_ms_std,target_http_total_ns_mean,target_http_total_ns_p50,target_http_total_ns_p95,target_http_total_ns_std,target_model_forward_ms_mean,target_model_forward_ms_p50,target_model_forward_ms_p95,target_model_forward_ms_std,target_model_forward_ns_mean,target_model_forward_ns_p50,target_model_forward_ns_p95,target_model_forward_ns_std,target_request_encode_ms_mean,target_request_encode_ms_p50,target_request_encode_ms_p95,target_request_encode_ms_std,target_request_encode_ns_mean,target_request_encode_ns_p50,target_request_encode_ns_p95,target_request_encode_ns_std,target_response_decode_ms_mean,target_response_decode_ms_p50,target_response_decode_ms_p95,target_response_decode_ms_std,target_response_decode_ns_mean,target_response_decode_ns_p50,target_response_decode_ns_p95,target_response_decode_ns_std,target_response_wait_ms_mean,target_response_wait_ms_p50,target_response_wait_ms_p95,target_response_wait_ms_std,target_response_wait_ns_mean,target_response_wait_ns_p50,target_response_wait_ns_p95,target_response_wait_ns_std,target_server_encode_ms_mean,target_server_encode_ms_p50,target_server_encode_ms_p95,target_server_encode_ms_std,target_server_encode_ns_mean,target_server_encode_ns_p50,target_server_encode_ns_p95,target_server_encode_ns_std,target_upload_ms_mean,target_upload_ms_p50,target_upload_ms_p95,target_upload_ms_std,target_upload_ns_mean,target_upload_ns_p50,target_upload_ns_p95,target_upload_ns_std,throughput_tokens_s_mean,throughput_tokens_s_p50,throughput_tokens_s_p95,throughput_tokens_s_std
speculative,9,0.6039529177210337,0.4888888888888889,0.8,0.1651759150904501,4.0044741111111115,3.875192,5.3338632,0.8547556820368971,4004474.111111111,3875192.0,5333863.199999999,854755.682036897,1043.2198393333335,1129.743697,1348.3267242,249.69655817825966,1043219839.3333334,1129743697.0,1348326724.2,249696558.17825964,22.77777777777778,22.0,24.6,1.481365736219265,39.666666666666664,45.0,47.8,8.04673846971554,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,10397.213286666667,11511.384801,12226.6201702,1850.0495152985152,10397213286.666666,11511384801.0,12226620170.2,1850049515.298515,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,200.0,200.0,200.0,0.0,40.0,40.0,40.0,0.0,100.0,100.0,100.0,0.0,755.8008314444445,811.902964,906.9654474000001,135.8125454810089,755800831.4444444,811902964.0,906965447.4000001,135812545.4810089,3295.385973222222,3673.942473,3859.556668,553.882288790576,3295385973.2222223,3673942473.0,3859556668.0,553882288.7905759,7464.1391154444445,8315.455719,8758.1329016,1320.4385104327735,7464139115.444445,8315455719.0,8758132901.6,1320438510.4327738,478.9495891111111,506.030773,567.546118,71.21228220921468,478949589.1111111,506030773.0,567546118.0,71212282.20921469,0.6543156666666667,0.620591,0.8689077999999999,0.138670072784289,654315.6666666666,620591.0,868907.8,138670.07278428896,1215.9630734444445,1263.28312,1464.4713855999998,194.8023791834584,1215963073.4444444,1263283120.0,1464471385.6,194802379.18345842,3915.809077111111,4359.89689,4627.598137200001,745.3728416019087,3915809077.111111,4359896890.0,4627598137.2,745372841.6019086,3134.7540192222223,3494.306203,3705.4596856,608.6086637717004,3134754019.2222223,3494306203.0,3705459685.6000004,608608663.7717005,252.30545155555558,268.142692,289.55958,30.852592425544785,252305451.55555555,268142692.0,289559580.0,30852592.425544787,3.4702755477800715,3.040468249915469,4.3488262460408835,0.6593811829978672
target_ar,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,9634.371028777778,9580.612934,9877.2137394,175.75332651257344,9634371028.777779,9580612934.0,9877213739.4,175753326.51257372,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,200.0,200.0,200.0,0.0,40.0,40.0,40.0,0.0,100.0,100.0,100.0,0.0,1586.564464,1586.833872,1647.1486892,43.59535996926593,1586564464.0,1586833872.0,1647148689.2,43595359.969265945,2747.571204,2726.414855,2814.9120388,49.80664683690418,2747571204.0,2726414855.0,2814912038.8,49806646.83690425,7760.04447611111,7707.681815,7949.0986428,138.77590536250864,7760044476.111111,7707681815.0,7949098642.8,138775905.36250854,1451.9834573333333,1452.020953,1513.7656468,43.451113529829556,1451983457.3333333,1452020953.0,1513765646.8000002,43451113.52982954,2.2973843333333335,2.324214,2.6734874,0.24994528825074902,2297384.3333333335,2324214.0,2673487.4,249945.288250749,1203.5518184444445,1196.474328,1254.056776,40.73664568188263,1203551818.4444444,1196474328.0,1254056776.0,40736645.681882665,4288.182704555556,4280.105885,4426.4235174000005,111.95192266178996,4288182704.5555553,4280105885.0,4426423517.4,111951922.66179004,2633.002939888889,2600.298109,2762.7257902,89.54104868647681,2633002939.888889,2600298109.0,2762725790.2,89541048.68647683,722.5806235555556,722.670406,724.0364238,1.10163966682839,722580623.5555556,722670406.0,724036423.8,1101639.6668283953,3.6338962520223586,3.6532109418376386,3.7153489269994466,0.06596840217216456
