mode,samples,gamma_mean,gamma_p50,gamma_p95,gamma_std,generated_tokens_mean,generated_tokens_p50,generated_tokens_p95,generated_tokens_std,generation_total_ms_mean,generation_total_ms_p50,generation_total_ms_p95,generation_total_ms_std,generation_total_ns_mean,generation_total_ns_p50,generation_total_ns_p95,generation_total_ns_std,max_gen_len_mean,max_gen_len_p50,max_gen_len_p95,max_gen_len_std,prompt_tokens_mean,prompt_tokens_p50,prompt_tokens_p95,prompt_tokens_std,sim_downlink_mbps_mean,sim_downlink_mbps_p50,sim_downlink_mbps_p95,sim_downlink_mbps_std,sim_rtt_ms_mean,sim_rtt_ms_p50,sim_rtt_ms_p95,sim_rtt_ms_std,sim_uplink_mbps_mean,sim_uplink_mbps_p50,sim_uplink_mbps_p95,sim_uplink_mbps_std,target_cloud_generate_ms_mean,target_cloud_generate_ms_p50,target_cloud_generate_ms_p95,target_cloud_generate_ms_std,target_cloud_generate_ns_mean,target_cloud_generate_ns_p50,target_cloud_generate_ns_p95,target_cloud_generate_ns_std,target_downlink_ms_mean,target_downlink_ms_p50,target_downlink_ms_p95,target_downlink_ms_std,target_downlink_ns_mean,target_downlink_ns_p50,target_downlink_ns_p95,target_downlink_ns_std,target_generate_steps_mean,target_generate_steps_p50,target_generate_steps_p95,target_generate_steps_std,target_http_total_ms_mean,target_http_total_ms_p50,target_http_total_ms_p95,target_http_total_ms_std,target_http_total_ns_mean,target_http_total_ns_p50,target_http_total_ns_p95,target_http_total_ns_std,target_model_forward_ms_mean,target_model_forward_ms_p50,target_model_forward_ms_p95,target_model_forward_ms_std,target_model_forward_ns_mean,target_model_forward_ns_p50,target_model_forward_ns_p95,target_model_forward_ns_std,target_request_encode_ms_mean,target_request_encode_ms_p50,target_request_encode_ms_p95,target_request_encode_ms_std,target_request_encode_ns_mean,target_request_encode_ns_p50,target_request_encode_ns_p95,target_request_encode_ns_std,target_response_decode_ms_mean,target_response_decode_ms_p50,target_response_decode_ms_p95,target_response_decode_ms_std,target_response_decode_ns_mean,target_response_decode_ns_p50,target_response_decode_ns_p95,target_response_decode_ns_std,target_response_wait_ms_mean,target_response_wait_ms_p50,target_response_wait_ms_p95,target_response_wait_ms_std,target_response_wait_ns_mean,target_response_wait_ns_p50,target_response_wait_ns_p95,target_response_wait_ns_std,target_server_encode_ms_mean,target_server_encode_ms_p50,target_server_encode_ms_p95,target_server_encode_ms_std,target_server_encode_ns_mean,target_server_encode_ns_p50,target_server_encode_ns_p95,target_server_encode_ns_std,target_upload_ms_mean,target_upload_ms_p50,target_upload_ms_p95,target_upload_ms_std,target_upload_ns_mean,target_upload_ns_p50,target_upload_ns_p95,target_upload_ns_std,throughput_tokens_s_mean,throughput_tokens_s_p50,throughput_tokens_s_p95,throughput_tokens_s_std,acceptance_rate_mean,acceptance_rate_p50,acceptance_rate_p95,acceptance_rate_std,acceptance_sampling_ms_mean,acceptance_sampling_ms_p50,acceptance_sampling_ms_p95,acceptance_sampling_ms_std,acceptance_sampling_ns_mean,acceptance_sampling_ns_p50,acceptance_sampling_ns_p95,acceptance_sampling_ns_std,drafter_generate_ms_mean,drafter_generate_ms_p50,drafter_generate_ms_p95,drafter_generate_ms_std,drafter_generate_ns_mean,drafter_generate_ns_p50,drafter_generate_ns_p95,drafter_generate_ns_std,drafts_accepted_mean,drafts_accepted_p50,drafts_accepted_p95,drafts_accepted_std,drafts_speculated_mean,drafts_speculated_p50,drafts_speculated_p95,drafts_speculated_std,target_cloud_verify_ms_mean,target_cloud_verify_ms_p50,target_cloud_verify_ms_p95,target_cloud_verify_ms_std,target_cloud_verify_ns_mean,target_cloud_verify_ns_p50,target_cloud_verify_ns_p95,target_cloud_verify_ns_std,target_tensor_materialize_ms_mean,target_tensor_materialize_ms_p50,target_tensor_materialize_ms_p95,target_tensor_materialize_ms_std,target_tensor_materialize_ns_mean,target_tensor_materialize_ns_p50,target_tensor_materialize_ns_p95,target_tensor_materialize_ns_std
cloud_target_generate,9,4.0,4.0,4.0,0.0,35.0,35.0,35.0,0.0,903.9743146666666,909.431395,949.0731469999998,35.79629919830037,903974314.6666666,909431395.0,949073147.0,35796299.19830036,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.6176049999999,906.36028,946.104873,36.00003876870244,900617605.0,906360280.0,946104873.0,36000038.76870245,0.1627117777777778,0.193005,0.21169340000000003,0.04820697185516266,162711.77777777778,193005.0,211693.39999999997,48206.97185516266,35.0,35.0,35.0,0.0,903.4806185555556,909.108949,948.6588237999999,35.8880707993439,903480618.5555556,909108949.0,948658823.8,35888070.7993439,894.0051917777778,899.253035,939.1914228,35.790318678955835,894005191.7777778,899253035.0,939191422.8,35790318.67895584,0.06296622222222222,0.075213,0.08575919999999998,0.02280994376789308,62966.22222222222,75213.0,85759.2,22809.94376789308,0.05014411111111111,0.056288,0.07501699999999999,0.019200272422835857,50144.11111111111,56288.0,75016.99999999999,19200.272422835857,902.814402,908.278916,948.1889292,35.98029987439287,902814402.0,908278916.0,948188929.2,35980299.87439287,0.041612666666666666,0.036459,0.064672,0.0131685616241866,41612.666666666664,36459.0,64671.999999999985,13168.5616241866,0.4679681111111111,0.549439,0.6576571999999999,0.16490958856858842,467968.1111111111,549439.0,657657.2,164909.58856858843,38.772644402396544,38.485585820357564,41.085941639068025,1.5559358757489339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speculative,9,4.0,4.0,4.0,0.0,32.77777777777778,35.0,35.0,6.666666666666667,1304.7181463333334,1316.271584,1660.814486,306.0232774169389,1304718146.3333333,1316271584.0,1660814486.0,306023277.4169389,35.0,35.0,35.0,0.0,29.0,29.0,30.0,0.8660254037844386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,22.610442444444445,23.139731,28.698499599999998,4.792947165333014,22610442.444444444,23139731.0,28698499.6,4792947.165333014,,,,,507.69044288888887,527.439262,616.7685012,100.0891901274154,507690442.8888889,527439262.0,616768501.1999999,100089190.12741542,442.62348399999996,459.693724,537.604255,89.8303458109968,442623484.0,459693724.0,537604255.0,89830345.81099682,0.40934466666666663,0.396207,0.5148754,0.08859378566665949,409344.6666666667,396207.0,514875.4,88593.78566665949,0.2952777777777778,0.314673,0.36672340000000003,0.06469045623733415,295277.77777777775,314673.0,366723.4,64690.45623733415,482.24648588888886,501.43839,585.0106534,96.14728680801149,482246485.8888889,501438390.0,585010653.4,96147286.80801147,9.870273555555555,5.906266,22.535379,7.535525686779525,9870273.555555556,5906266.0,22535379.0,7535525.686779525,2.5088703333333333,2.368099,3.1331037999999998,0.491857843788223,2508870.3333333335,2368099.0,3133103.8,491857.84378822305,25.48463269125566,26.06934171689994,32.2110042403725,4.764791294905435,0.67011486886637,0.6666666666666666,0.8985714285714286,0.16183812510538978,4.221148777777778,4.495712,5.814874400000001,1.331127954672726,4221148.777777778,4495712.0,5814874.4,1331127.9546727259,759.3621908888889,750.154703,1044.1067364,209.65912222787122,759362190.8888888,750154703.0,1044106736.4,209659122.22787124,22.444444444444443,24.0,26.199999999999996,5.222813205330799,33.888888888888886,36.0,43.4,7.507403753036805,450.3697915555556,467.622758,547.3205988,91.37696177784211,450369791.5555556,467622758.0,547320598.8,91376961.77784212,15.773325,16.22413,19.690167000000002,3.477890659450315,15773325.0,16224130.0,19690167.0,3477890.6594503154
